Date,CarstenRainfall,NanuRainfall
05/166,4.2,1.2
06/166,0.0,1.1
07/166,0.0,2.0
08/166,0.0,8.2
09/166,1.4,0.0
10/166,2.4,2.2
11/166,1.8,1.5
12/166,2.7,9.8
13/166,0.0,12.4
14/166,0.0,0.0
15/166,0.0,1.4
16/166,0.0,1.7
17/166,1.4,1.3
18/166,0.0,0.8
19/166,0.0,0.7
20/166,0.0,0.8
21/166,0.0,1.2
22/166,0.0,1.0
23/166,26.7,0.0
24/166,0.0,0.6
25/166,0.0,2.0
26/166,0.0,3.0
27/166,1.9,1.4
28/166,2.1,1.4
01/167,1.1,7.3
02/167,0.0,1.7
03/167,1.2,2.5
04/167,0.0,5.0
05/167,0.0,17.7
06/167,24.1,1.8
07/167,3.0,5.8
08/167,1.3,0.0
09/167,0.0,1.1
10/167,0.0,0.9
11/167,0.0,0.0
12/167,3.5,0.0
13/167,1.5,0.0
14/167,1.2,0.0
15/167,0.0,6.4
16/167,0.0,2.5
17/167,0.0,0.0
18/167,0.0,0.9
19/167,0.0,1.9
20/167,0.0,1.2
21/167,0.0,0.0
22/167,2.5,8.7
23/167,1.2,0.0
24/167,1.8,2.5
25/167,1.3,2.3
26/167,0.0,7.9
27/167,2.6,12.7
28/167,0.0,0.0
01/168,0.0,0.8
02/168,3.3,1.2
03/168,0.0,5.6
04/168,0.0,9.7
05/168,3.2,2.3
06/168,0.0,0.7
07/168,0.0,1.0
08/168,0.0,12.5
09/168,0.0,1.9
10/168,0.0,11.1
11/168,0.0,1.2
12/168,3.4,2.8
13/168,0.0,6.7
14/168,0.0,0.0
15/168,0.0,0.0
16/168,0.0,0.9
17/168,1.5,0.8
18/168,0.0,0.0
19/168,0.0,15.5
20/168,0.0,1.4
21/168,1.7,0.0
22/168,0.0,0.9
23/168,1.7,1.6
24/168,0.0,8.2
25/168,0.0,3.1
26/168,2.4,3.4
27/168,0.0,18.5
28/168,0.0,0.0
01/169,0.0,16.4
02/169,4.0,6.5
03/169,0.0,1.1
04/169,0.0,29.5
05/169,0.0,0.0
06/169,1.7,0.6
07/169,1.6,18.9
08/169,1.7,1.7
09/169,0.0,1.5
10/169,0.0,11.0
11/169,1.2,1.1
12/169,0.0,1.1
13/169,0.0,0.0
14/169,0.0,1.9
15/169,0.0,1.4
16/169,0.0,0.8
17/169,0.0,1.2
18/169,0.0,1.1
19/169,1.7,0.8
20/169,2.0,1.3
21/169,1.5,0.0
22/169,1.5,1.3
23/169,1.3,0.0
24/169,1.5,3.3
25/169,3.1,0.0
26/169,0.0,0.0
27/169,1.3,3.5
28/169,0.0,1.2
01/170,2.1,9.5
02/170,0.0,58.7
03/170,0.0,2.3
04/170,2.2,1.0
05/170,0.0,0.0
06/170,0.0,17.8
07/170,1.7,1.2
08/170,1.7,25.8
09/170,0.0,5.0
10/170,0.0,0.0
11/170,0.0,2.9
12/170,0.0,0.7
13/170,3.5,6.0
14/170,0.0,2.3
15/170,3.0,1.0
16/170,0.0,8.0
17/170,0.0,1.6
18/170,4.3,0.0
19/170,0.0,0.7
20/170,0.0,0.0
21/170,0.0,1.0
22/170,10.3,1.2
23/170,3.7,18.7
24/170,0.0,1.2
25/170,1.1,0.0
26/170,2.9,5.8
27/170,0.0,1.6
28/170,0.0,5.7
01/171,16.5,0.0
02/171,0.0,1.9
03/171,0.0,1.5
04/171,2.0,1.0
05/171,0.0,2.8
06/171,2.6,1.0
07/171,0.0,0.0
08/171,0.0,9.1
09/171,0.0,0.0
10/171,1.7,1.6
11/171,0.0,1.2
12/171,1.3,1.9
13/171,0.0,0.7
14/171,1.8,0.0
15/171,1.6,1.5
16/171,2.2,1.7
17/171,0.0,0.8
18/171,7.0,8.7
19/171,1.7,1.3
20/171,1.5,9.1
21/171,1.7,2.4
22/171,0.0,7.4
23/171,0.0,0.0
24/171,1.8,1.1
25/171,0.0,11.5
26/171,0.0,1.2
27/171,2.3,0.0
28/171,4.1,0.0
01/172,2.8,4.5
02/172,0.0,0.0
03/172,1.5,0.7
04/172,0.0,0.9
05/172,2.8,0.0
06/172,0.0,2.3
07/172,2.9,1.7
08/172,3.2,2.1
09/172,0.0,0.0
10/172,0.0,7.5
11/172,1.2,0.7
12/172,0.0,7.1
13/172,3.2,1.2
14/172,0.0,0.9
15/172,0.0,9.6
16/172,0.0,1.3
17/172,0.0,1.4
18/172,1.9,2.4
19/172,0.0,0.8
20/172,0.0,2.7
21/172,0.0,0.0
22/172,0.0,8.1
23/172,0.0,0.0
24/172,2.9,7.5
25/172,0.0,17.7
26/172,1.4,1.8
27/172,0.0,0.9
28/172,5.4,0.8
01/173,1.5,2.4
02/173,0.0,6.5
03/173,0.0,0.0
04/173,0.0,7.3
05/173,4.1,1.7
06/173,0.0,2.0
07/173,0.0,12.6
08/173,2.6,0.0
09/173,0.0,2.3
10/173,1.4,2.6
11/173,3.2,17.2
12/173,0.0,2.2
13/173,0.0,0.7
14/173,0.0,2.3
15/173,0.0,0.9
16/173,0.0,2.1
17/173,1.3,2.0
18/173,0.0,1.2
19/173,0.0,1.2
20/173,0.0,5.9
21/173,15.6,0.0
22/173,3.1,13.5
23/173,3.9,1.9
24/173,0.0,0.0
25/173,0.0,1.7
26/173,0.0,0.7
27/173,1.4,4.9
28/173,0.0,0.0
01/174,0.0,17.0
02/174,4.3,6.6
03/174,0.0,4.5
04/174,0.0,2.2
05/174,0.0,7.3
06/174,0.0,1.2
07/174,0.0,9.7
08/174,0.0,2.3
09/174,0.0,1.6
10/174,3.9,1.6
11/174,0.0,3.6
12/174,2.6,0.0
13/174,0.0,0.8
14/174,1.5,2.7
15/174,0.0,18.9
16/174,0.0,15.8
17/174,0.0,0.7
18/174,3.3,2.2
19/174,1.4,0.0
20/174,3.5,0.0
21/174,0.0,36.5
22/174,2.2,0.0
23/174,0.0,1.8
24/174,0.0,13.8
25/174,1.5,15.8
26/174,0.0,0.0
27/174,0.0,0.0
28/174,0.0,6.2
01/175,0.0,1.2
02/175,1.5,0.7
03/175,0.0,0.8
04/175,2.0,7.6
05/175,0.0,2.1
06/175,2.4,0.0
07/175,1.4,1.6
08/175,2.1,1.5
09/175,0.0,18.3
10/175,0.0,4.7
11/175,2.5,0.0
12/175,0.0,9.3
13/175,0.0,0.7
14/175,1.5,1.4
15/175,1.3,10.8
16/175,0.0,0.8
17/175,3.0,0.0
18/175,0.0,0.7
19/175,3.4,0.6
20/175,0.0,0.8
21/175,0.0,1.3
22/175,2.4,0.0
23/175,0.0,0.7
24/175,1.4,0.6
25/175,0.0,0.7
26/175,2.0,10.2
27/175,0.0,14.1
28/175,3.0,0.0
01/225,1.2,0.0
02/225,3.4,0.0
03/225,4.0,1.2
04/225,3.8,5.7
05/225,2.9,1.8
06/225,0.0,0.0
07/225,0.0,2.2
08/225,0.0,0.0
09/225,0.0,0.0
10/225,2.2,7.4
11/225,1.8,2.2
12/225,0.0,1.6
13/225,3.0,10.3
14/225,1.2,1.5
15/225,0.0,0.0
16/225,0.0,1.6
17/225,0.0,3.1
18/225,0.0,9.5
19/225,0.0,1.3
20/225,0.0,1.1
21/225,0.0,1.2
22/225,3.0,0.8
23/225,3.3,0.0
24/225,0.0,0.9
25/225,0.0,8.5
26/225,0.0,1.4
27/225,4.1,0.9
28/225,4.1,0.7
01/226,0.0,5.5
02/226,3.2,6.9
03/226,0.0,0.0
04/226,0.0,2.8
05/226,2.3,7.0
06/226,0.0,1.0
07/226,0.0,5.0
08/226,9.5,8.8
09/226,0.0,1.0
10/226,0.0,2.1
11/226,1.2,1.8
12/226,0.0,1.7
13/226,2.6,1.3
14/226,0.0,1.2
15/226,0.0,1.3
16/226,3.7,9.6
17/226,1.5,1.8
18/226,0.0,1.1
19/226,12.7,9.2
20/226,1.2,1.1
21/226,0.0,0.0
22/226,1.4,1.0
23/226,0.0,0.0
24/226,0.0,0.0
25/226,1.7,7.7
26/226,0.0,16.8
27/226,2.1,0.0
28/226,0.0,1.7
01/227,2.8,10.5
02/227,0.0,0.0
03/227,0.0,1.7
04/227,0.0,0.7
05/227,3.7,16.2
06/227,0.0,9.2
07/227,0.0,0.0
08/227,2.6,1.5
09/227,0.0,1.8
10/227,0.0,0.9
11/227,0.0,1.0
12/227,2.2,1.3
13/227,2.2,7.7
14/227,0.0,9.6
15/227,0.0,2.4
16/227,0.0,44.9
17/227,2.0,0.0
18/227,0.0,1.7
19/227,0.0,2.0
20/227,10.7,11.6
21/227,1.6,19.6
22/227,0.0,1.9
23/227,0.0,4.3
24/227,2.9,0.0
25/227,1.2,0.0
26/227,0.0,2.3
27/227,0.0,4.0
28/227,0.0,0.9
01/228,0.0,5.9
02/228,0.0,10.3
03/228,3.9,1.5
04/228,0.0,2.4
05/228,0.0,2.0
06/228,1.5,1.6
07/228,0.0,1.9
08/228,0.0,0.0
09/228,3.0,0.8
10/228,2.0,1.7
11/228,0.0,0.7
12/228,1.3,5.3
13/228,0.0,0.9
14/228,25.0,9.2
15/228,0.0,10.3
16/228,1.4,0.0
17/228,2.9,6.3
18/228,1.6,4.1
19/228,0.0,1.2
20/228,0.0,6.5
21/228,0.0,15.4
22/228,1.5,2.0
23/228,0.0,1.5
24/228,0.0,15.0
25/228,0.0,4.0
26/228,0.0,1.3
27/228,0.0,2.4
28/228,2.2,5.4
01/229,2.0,0.0
02/229,0.0,2.2
03/229,0.0,0.0
04/229,0.0,9.1
05/229,2.5,0.0
06/229,0.0,1.5
07/229,0.0,2.7
08/229,3.2,0.0
09/229,2.1,1.6
10/229,0.0,8.7
11/229,0.0,7.4
12/229,3.5,0.0
13/229,0.0,1.0
14/229,2.4,0.0
15/229,0.0,0.0
16/229,0.0,1.0
17/229,0.0,1.3
18/229,0.0,6.7
19/229,0.0,1.8
20/229,2.1,2.0
21/229,0.0,5.7
22/229,0.0,0.0
23/229,25.2,29.8
24/229,0.0,0.0
25/229,0.0,16.8
26/229,0.0,1.8
27/229,0.0,1.9
28/229,27.5,0.7
01/230,2.5,12.3
02/230,0.0,0.0
03/230,0.0,1.8
04/230,0.0,3.0
05/230,0.0,16.6
06/230,4.0,7.6
07/230,0.0,2.0
08/230,1.4,11.7
09/230,2.2,0.0
10/230,1.9,11.9
11/230,0.0,3.5
12/230,3.7,4.9
13/230,0.0,0.7
14/230,2.2,2.1
15/230,2.0,2.5
16/230,0.0,9.1
17/230,13.7,0.9
18/230,1.5,2.2
19/230,0.0,0.0
20/230,1.3,8.3
21/230,1.3,2.2
22/230,0.0,6.5
23/230,0.0,6.7
24/230,0.0,0.9
25/230,0.0,0.0
26/230,3.5,1.6
27/230,0.0,0.7
28/230,2.2,0.0
01/231,0.0,6.5
02/231,2.8,11.7
03/231,2.2,0.0
04/231,0.0,11.8
05/231,0.0,0.0
06/231,0.0,1.7
07/231,0.0,2.2
08/231,2.8,4.0
09/231,3.5,11.6
10/231,0.0,10.3
11/231,1.6,2.4
12/231,0.0,0.7
13/231,0.0,7.4
14/231,0.0,2.2
15/231,0.0,15.6
16/231,2.2,0.8
17/231,0.0,1.5
18/231,0.0,8.4
19/231,3.1,1.1
20/231,0.0,0.8
21/231,0.0,6.9
22/231,0.0,3.5
23/231,0.0,0.8
24/231,2.4,3.8
25/231,0.0,2.3
26/231,0.0,1.9
27/231,0.0,1.0
28/231,4.6,1.6
01/232,2.7,6.9
02/232,1.2,1.9
03/232,0.0,1.7
04/232,0.0,1.5
05/232,0.0,1.7
06/232,0.0,1.0
07/232,1.3,19.2
08/232,3.5,0.9
09/232,0.0,10.7
10/232,1.6,1.1
11/232,0.0,6.6
12/232,2.4,0.6
13/232,0.0,1.2
14/232,0.0,1.0
15/232,0.0,0.0
16/232,2.5,0.7
17/232,0.0,1.0
18/232,0.0,2.0
19/232,2.7,0.7
20/232,4.1,11.5
21/232,2.5,10.6
22/232,0.0,3.3
23/232,0.0,0.0
24/232,0.0,16.6
25/232,0.0,0.0
26/232,2.7,8.2
27/232,0.0,1.6
28/232,0.0,6.9
01/233,0.0,4.8
02/233,1.4,0.8
03/233,0.0,1.7
04/233,3.1,1.7
05/233,0.0,2.2
06/233,2.3,0.0
07/233,1.9,1.5
08/233,3.6,0.8
09/233,3.7,1.2
10/233,2.9,1.1
11/233,0.0,3.7
12/233,0.0,1.0
13/233,0.0,6.9
14/233,0.0,1.0
15/233,2.1,6.5
16/233,1.6,0.0
17/233,3.1,1.4
18/233,0.0,2.0
19/233,0.0,0.0
20/233,0.0,4.8
21/233,0.0,0.7
22/233,0.0,0.7
23/233,0.0,10.8
24/233,3.5,0.0
25/233,0.0,0.8
26/233,0.0,10.0
27/233,0.0,0.0
28/233,2.0,1.3
01/234,1.6,12.5
02/234,2.1,2.1
03/234,1.5,3.5
04/234,0.0,12.9
05/234,2.8,10.8
06/234,1.4,1.4
07/234,1.5,18.7
08/234,2.0,0.9
09/234,2.8,5.0
10/234,0.0,1.1
11/234,4.7,0.9
12/234,0.0,11.4
13/234,2.1,11.2
14/234,3.8,1.6
15/234,0.0,3.1
16/234,0.0,1.0
17/234,2.5,9.8
18/234,0.0,0.0
19/234,8.2,0.9
20/234,0.0,3.7
21/234,1.6,1.2
22/234,3.2,0.0
23/234,2.9,0.0
24/234,0.0,0.7
25/234,2.6,10.1
26/234,3.1,0.9
27/234,1.4,0.0
28/234,0.0,0.0
01/235,0.0,0.0
02/235,0.0,0.0
03/235,0.0,2.3
04/235,1.5,3.3
05/235,1.3,0.0
06/235,0.0,0.0
07/235,2.4,0.6
08/235,0.0,0.6
09/235,0.0,5.9
10/235,0.0,6.2
11/235,0.0,16.7
12/235,0.0,2.5
13/235,0.0,12.4
14/235,0.0,0.0
15/235,0.0,9.0
16/235,0.0,48.9
17/235,7.0,0.9
18/235,0.0,0.0
19/235,0.0,0.0
20/235,3.3,1.4
21/235,4.0,0.9
22/235,0.0,0.0
23/235,1.4,6.9
24/235,0.0,2.3
25/235,0.0,1.0
26/235,0.0,0.0
27/235,0.0,1.6
28/235,2.7,1.3
01/236,0.0,6.0
02/236,0.0,17.8
03/236,2.6,0.0
04/236,0.0,0.0
05/236,1.4,0.9
06/236,0.0,0.0
07/236,1.5,1.5
08/236,0.0,0.8
09/236,0.0,2.0
10/236,0.0,7.2
11/236,2.2,2.7
12/236,0.0,5.1
13/236,0.0,1.2
14/236,0.0,12.4
15/236,9.6,0.9
16/236,1.3,12.2
17/236,1.8,0.9
18/236,2.3,0.8
19/236,3.7,1.1
20/236,2.8,9.1
21/236,2.4,1.1
22/236,0.0,8.0
23/236,0.0,7.8
24/236,0.0,1.0
25/236,0.0,0.8
26/236,0.0,11.2
27/236,2.3,0.8
28/236,0.0,3.2
01/237,2.7,0.7
02/237,0.0,0.0
03/237,0.0,10.5
04/237,0.0,1.8
05/237,0.0,0.8
06/237,0.0,1.0
07/237,0.0,0.7
08/237,0.0,2.8
09/237,0.0,0.8
10/237,0.0,17.6
11/237,0.0,1.9
12/237,0.0,3.2
13/237,0.0,0.8
14/237,1.2,2.1
15/237,0.0,11.1
16/237,2.7,1.3
17/237,0.0,0.0
18/237,0.0,1.8
19/237,0.0,1.4
20/237,0.0,0.0
21/237,2.6,1.9
22/237,0.0,3.5
23/237,0.0,1.9
24/237,0.0,0.0
25/237,2.4,1.9
26/237,3.1,1.0
27/237,0.0,8.5
28/237,0.0,0.0
01/238,0.0,0.0
02/238,0.0,1.4
03/238,0.0,1.2
04/238,0.0,1.9
05/238,2.7,1.3
06/238,2.7,1.2
07/238,2.9,16.3
08/238,0.0,1.5
09/238,3.0,0.0
10/238,0.0,0.7
11/238,0.0,3.9
12/238,2.0,5.0
13/238,0.0,18.1
14/238,0.0,1.0
15/238,0.0,1.4
16/238,0.0,32.9
17/238,1.7,0.0
18/238,0.0,1.5
19/238,2.2,0.8
20/238,0.0,0.0
21/238,0.0,4.1
22/238,48.1,7.3
23/238,0.0,0.7
24/238,0.0,7.0
25/238,0.0,0.0
26/238,2.4,1.0
27/238,2.2,10.4
28/238,3.1,0.6
01/239,1.6,3.1
02/239,2.5,0.0
03/239,2.5,2.0
04/239,0.0,0.6
05/239,2.7,4.1
06/239,0.0,1.8
07/239,1.8,1.5
08/239,0.0,6.3
09/239,2.9,4.8
10/239,1.7,1.7
11/239,2.7,1.6
12/239,0.0,0.0
13/239,3.5,1.2
14/239,0.0,0.9
15/239,1.6,2.3
16/239,1.2,1.9
17/239,0.0,1.1
18/239,0.0,1.5
19/239,0.0,2.4
20/239,0.0,5.1
21/239,2.4,0.0
22/239,1.8,15.2
23/239,0.0,1.3
24/239,0.0,0.0
25/239,0.0,1.0
26/239,2.5,1.2
27/239,0.0,0.0
28/239,0.0,0.0
01/240,0.0,5.5
02/240,0.0,5.7
03/240,2.2,1.2
04/240,1.2,0.9
05/240,2.0,37.8
06/240,3.6,0.0
07/240,4.2,6.9
08/240,0.0,4.4
09/240,0.0,0.0
10/240,3.7,2.0
11/240,0.0,2.2
12/240,2.5,0.6
13/240,0.0,9.1
14/240,2.3,0.7
15/240,3.0,1.9
16/240,0.0,1.0
17/240,0.0,5.7
18/240,0.0,0.0
19/240,0.0,1.2
20/240,0.0,18.6
21/240,0.0,0.6
22/240,3.1,2.3
23/240,0.0,10.9
24/240,0.0,1.7
25/240,0.0,0.0
26/240,0.0,0.7
27/240,0.0,0.8
28/240,0.0,3.7
01/241,0.0,2.0
02/241,0.0,5.9
03/241,0.0,1.0
04/241,1.7,2.7
05/241,0.0,3.1
06/241,1.4,1.2
07/241,2.3,0.0
08/241,0.0,0.9
09/241,0.0,11.4
10/241,0.0,3.3
11/241,1.2,1.5
12/241,0.0,16.9
13/241,0.0,7.4
14/241,0.0,11.2
15/241,1.5,19.0
16/241,1.9,2.6
17/241,4.1,0.0
18/241,2.4,1.2
19/241,0.0,3.8
20/241,12.6,4.1
21/241,3.1,1.3
22/241,0.0,1.9
23/241,0.0,0.7
24/241,2.6,0.7
25/241,0.0,1.0
26/241,2.3,0.0
27/241,0.0,0.9
28/241,3.9,1.5
01/242,0.0,3.7
02/242,0.0,1.5
03/242,0.0,1.8
04/242,0.0,0.0
05/242,3.2,1.3
06/242,0.0,0.0
07/242,0.0,1.6
08/242,3.0,1.9
09/242,0.0,0.0
10/242,0.0,0.6
11/242,3.1,0.0
12/242,0.0,0.8
13/242,4.3,1.8
14/242,2.1,1.7
15/242,1.6,1.1
16/242,2.3,0.0
17/242,2.0,0.0
18/242,0.0,1.9
19/242,0.0,14.2
20/242,1.9,11.7
21/242,1.4,0.8
22/242,4.1,1.7
23/242,1.6,1.6
24/242,0.0,1.3
25/242,0.0,8.9
26/242,0.0,1.2
27/242,0.0,1.0
28/242,1.9,1.0
01/243,0.0,2.8
02/243,0.0,0.0
03/243,0.0,0.8
04/243,1.6,2.1
05/243,0.0,2.7
06/243,0.0,3.0
07/243,1.6,1.1
08/243,0.0,3.4
09/243,0.0,4.8
10/243,0.0,0.9
11/243,0.0,0.9
12/243,0.0,1.4
13/243,0.0,6.9
14/243,0.0,0.7
15/243,0.0,1.0
16/243,0.0,2.1
17/243,0.0,2.3
18/243,0.0,18.2
19/243,2.1,11.2
20/243,0.0,0.8
21/243,3.0,1.0
22/243,0.0,2.6
23/243,2.9,11.4
24/243,0.0,9.0
25/243,1.8,2.2
26/243,0.0,2.1
27/243,2.1,2.0
28/243,0.0,1.7
01/244,0.0,8.0
02/244,0.0,0.0
03/244,0.0,1.3
04/244,3.1,37.9
05/244,1.5,2.0
06/244,0.0,7.6
07/244,3.5,0.7
08/244,0.0,4.8
09/244,3.0,2.3
10/244,3.5,0.0
11/244,3.3,4.6
12/244,3.6,0.0
13/244,2.2,0.9
14/244,0.0,10.3
15/244,0.0,9.1
16/244,2.1,0.0
17/244,0.0,0.7
18/244,0.0,1.3
19/244,1.9,1.2
20/244,3.4,1.2
21/244,0.0,1.4
22/244,0.0,1.6
23/244,2.9,9.4
24/244,0.0,0.0
25/244,3.2,4.3
26/244,1.2,3.0
27/244,0.0,1.6
28/244,0.0,16.1
01/245,1.9,2.2
02/245,1.6,1.1
03/245,1.4,0.0
04/245,0.0,5.9
05/245,2.8,1.1
06/245,0.0,7.0
07/245,0.0,9.6
08/245,9.7,0.0
09/245,1.3,10.2
10/245,0.0,0.7
11/245,0.0,0.8
12/245,0.0,1.0
13/245,0.0,8.3
14/245,0.0,2.1
15/245,0.0,2.3
16/245,0.0,1.7
17/245,0.0,2.0
18/245,0.0,0.0
19/245,1.9,1.5
20/245,2.5,14.1
21/245,4.0,0.0
22/245,0.0,0.8
23/245,0.0,0.0
24/245,6.5,1.1
25/245,2.9,3.5
26/245,0.0,0.0
27/245,5.3,2.0
28/245,1.5,10.0
01/246,0.0,1.5
02/246,0.0,0.0
03/246,0.0,2.3
04/246,0.0,17.0
05/246,0.0,10.0
06/246,0.0,0.0
07/246,3.5,0.0
08/246,0.0,0.0
09/246,0.0,3.5
10/246,0.0,3.6
11/246,3.8,1.0
12/246,2.1,1.0
13/246,1.3,4.3
14/246,2.1,9.7
15/246,0.0,0.7
16/246,3.1,1.0
17/246,0.0,2.1
18/246,1.6,1.1
19/246,0.0,7.3
20/246,0.0,2.0
21/246,0.0,2.1
22/246,0.0,0.0
23/246,0.0,5.6
24/246,1.2,0.6
25/246,0.0,16.6
26/246,0.0,1.0
27/246,0.0,3.6
28/246,0.0,1.2
01/247,0.0,6.8
02/247,3.8,6.3
03/247,0.0,0.0
04/247,3.3,1.3
05/247,3.6,0.0
06/247,0.0,0.0
07/247,0.0,10.7
08/247,0.0,1.1
09/247,1.3,0.7
10/247,0.0,0.0
11/247,0.0,0.8
12/247,3.2,0.7
13/247,0.0,0.0
14/247,2.7,2.8
15/247,2.3,0.0
16/247,0.0,2.3
17/247,2.2,6.2
18/247,0.0,0.0
19/247,3.5,0.0
20/247,0.0,2.4
21/247,0.0,18.5
22/247,0.0,1.6
23/247,0.0,2.6
24/247,0.0,0.7
25/247,0.0,1.0
26/247,0.0,0.0
27/247,0.0,0.8
28/247,0.0,6.6
01/248,2.1,19.2
02/248,0.0,0.8
03/248,0.0,12.4
04/248,0.0,14.2
05/248,0.0,0.0
06/248,5.4,0.7
07/248,0.0,5.3
08/248,2.1,4.1
09/248,0.0,7.8
10/248,2.0,0.9
11/248,0.0,0.8
12/248,0.0,12.0
13/248,0.0,1.0
14/248,0.0,1.0
15/248,1.2,1.4
16/248,0.0,6.3
17/248,3.6,1.2
18/248,2.3,0.0
19/248,0.0,1.4
20/248,1.5,0.0
21/248,0.0,0.7
22/248,1.9,10.3
23/248,0.0,2.8
24/248,0.0,0.0
25/248,0.0,1.1
26/248,2.8,0.0
27/248,2.9,0.7
28/248,3.2,1.0
01/249,0.0,0.8
02/249,3.1,1.3
03/249,0.0,1.4
04/249,0.0,1.6
05/249,2.4,0.7
06/249,0.0,4.6
07/249,0.0,4.2
08/249,2.5,0.7
09/249,0.0,0.9
10/249,0.0,16.2
11/249,3.4,2.4
12/249,0.0,0.0
13/249,0.0,4.8
14/249,0.0,4.0
15/249,3.4,5.9
16/249,1.7,18.6
17/249,0.0,1.1
18/249,32.1,1.8
19/249,1.6,3.5
20/249,0.0,0.0
21/249,0.0,6.4
22/249,2.6,0.0
23/249,0.0,0.6
24/249,0.0,3.1
25/249,0.0,1.5
26/249,0.0,0.0
27/249,4.0,9.2
28/249,0.0,3.0
01/250,0.0,0.8
02/250,0.0,2.1
03/250,0.0,0.0
04/250,3.7,0.7
05/250,2.5,0.0
06/250,3.2,0.0
07/250,0.0,10.8
08/250,2.7,0.7
09/250,0.0,3.5
10/250,0.0,0.0
11/250,2.2,10.4
12/250,0.0,14.0
13/250,2.2,3.7
14/250,3.0,5.7
15/250,2.0,1.1
16/250,0.0,1.1
17/250,2.6,2.4
18/250,2.1,2.0
19/250,1.3,2.5
20/250,0.0,1.3
21/250,1.3,4.6
22/250,1.2,7.0
23/250,0.0,1.8
24/250,0.0,0.0
25/250,0.0,2.9
26/250,1.3,13.3
27/250,1.7,11.4
28/250,3.1,0.0
01/290,0.0,8.4
02/290,1.4,0.0
03/290,0.0,1.2
04/290,2.0,1.9
05/290,3.8,12.3
06/290,0.0,16.8
07/290,0.0,1.1
08/290,1.6,1.8
09/290,2.5,0.0
10/290,0.0,6.5
11/290,0.0,1.0
12/290,0.0,3.7
13/290,0.0,2.7
14/290,0.0,2.3
15/290,0.0,16.2
16/290,3.4,8.1
17/290,1.7,0.8
18/290,2.1,13.3
19/290,0.0,0.0
20/290,0.0,1.9
21/290,0.0,2.2
22/290,0.0,0.9
23/290,0.0,0.0
24/290,0.0,0.8
25/290,3.1,0.0
26/290,3.4,8.7
27/290,0.0,9.5
28/290,0.0,7.4
01/291,4.1,0.0
02/291,3.9,4.2
03/291,0.0,13.9
04/291,0.0,1.0
05/291,0.0,0.7
06/291,0.0,2.2
07/291,1.9,0.0
08/291,0.0,8.1
09/291,0.0,0.0
10/291,2.8,0.0
11/291,1.5,0.7
12/291,3.4,7.6
13/291,0.0,1.7
14/291,0.0,2.0
15/291,11.0,1.0
16/291,0.0,0.0
17/291,3.6,6.1
18/291,1.1,3.9
19/291,0.0,0.0
20/291,0.0,3.5
21/291,2.0,1.9
22/291,0.0,18.9
23/291,6.9,19.7
24/291,1.8,2.1
25/291,0.0,1.0
26/291,1.7,1.4
27/291,1.8,0.0
28/291,0.0,1.0
01/292,0.0,0.0
02/292,2.6,1.7
03/292,0.0,4.1
04/292,0.0,1.0
05/292,2.5,17.7
06/292,0.0,1.2
07/292,0.0,1.8
08/292,2.2,11.8
09/292,0.0,0.0
10/292,0.0,0.7
11/292,0.0,0.0
12/292,0.0,0.0
13/292,0.0,1.9
14/292,0.0,2.3
15/292,0.0,13.5
16/292,3.1,4.0
17/292,2.4,12.1
18/292,0.0,14.9
19/292,3.2,1.2
20/292,0.0,0.0
21/292,0.0,0.9
22/292,2.9,7.8
23/292,0.0,11.9
24/292,1.3,1.5
25/292,0.0,12.9
26/292,0.0,0.0
27/292,0.0,3.8
28/292,0.0,1.5
01/293,0.0,2.5
02/293,0.0,1.5
03/293,0.0,0.9
04/293,0.0,0.9
05/293,13.4,7.4
06/293,0.0,0.0
07/293,2.8,0.0
08/293,3.7,1.8
09/293,0.0,1.6
10/293,22.1,2.8
11/293,0.0,1.0
12/293,3.1,1.4
13/293,0.0,0.0
14/293,1.2,1.2
15/293,0.0,2.0
16/293,0.0,6.8
17/293,0.0,0.0
18/293,3.2,2.8
19/293,4.1,2.3
20/293,0.0,1.0
21/293,0.0,0.0
22/293,2.3,0.0
23/293,1.3,0.7
24/293,2.5,6.6
25/293,0.0,0.9
26/293,8.9,1.6
27/293,0.0,0.0
28/293,1.6,0.9
01/294,0.0,3.0
02/294,0.0,0.0
03/294,0.0,11.5
04/294,1.1,1.0
05/294,0.0,9.4
06/294,0.0,24.2
07/294,0.0,2.8
08/294,4.0,12.2
09/294,0.0,0.0
10/294,0.0,1.5
11/294,0.0,6.8
12/294,0.0,2.3
13/294,0.0,0.0
14/294,0.0,0.0
15/294,0.0,3.9
16/294,0.0,0.7
17/294,9.4,12.6
18/294,0.0,0.0
19/294,0.0,7.9
20/294,0.0,0.8
21/294,0.0,4.6
22/294,0.0,0.0
23/294,0.0,7.8
24/294,1.5,0.0
25/294,0.0,2.6
26/294,0.0,1.6
27/294,2.5,40.5
28/294,0.0,0.0
01/295,0.0,1.9
02/295,0.0,0.9
03/295,4.3,1.1
04/295,0.0,0.0
05/295,0.0,0.0
06/295,0.0,1.4
07/295,2.3,1.7
08/295,0.0,0.0
09/295,2.4,1.3
10/295,1.6,1.7
11/295,1.7,0.0
12/295,2.4,0.0
13/295,0.0,1.3
14/295,2.2,13.1
15/295,0.0,1.6
16/295,2.2,27.0
17/295,0.0,0.6
18/295,0.0,1.3
19/295,1.4,0.8
20/295,3.4,0.8
21/295,1.9,0.9
